,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
110,2342.361111,1324.138889,1052.416667,452.0833333,1308.472222,477.3888889,525.2777778,3101
111,627.3055556,419.5277778,433.1666667,305.6944444,780.5555556,214.9444444,190.3888889,2786.083333
112,496.0555556,543.4722222,662.3333333,1101.361111,903.25,1525.333333,1104.055556,829.9444444
113,548.9444444,501.4722222,852.4722222,1101.277778,1054.361111,2044.75,1187.388889,415.5555556
114,149,200.4166667,255.6944444,210.7777778,420.1388889,305.5277778,411.9444444,744.3333333
115,640.0277778,254.4722222,287.4444444,424.75,953.7222222,284.9444444,302.1388889,976.4444444
116,958.9166667,366.7222222,438.75,215.0833333,660.7777778,313.7222222,454.8611111,1450.805556
117,823.3611111,547.4444444,542.7222222,821.5,1672.222222,795.9166667,765.5,1639.388889
118,1879.944444,938.8333333,1074.111111,552.9166667,931.0555556,589.0833333,632.1666667,1688.25
119,973.7777778,835.1944444,921.0833333,297.5833333,307.8888889,309.1666667,374.9444444,815.0555556
120,852.5277778,892.0833333,1191.666667,574.9722222,799.0277778,529.5277778,775.1111111,841.25
121,1899.222222,1743.916667,1504.111111,949.7222222,1239.916667,728.3333333,772.9444444,1460.083333
122,1396.055556,878.3055556,871.1111111,416.3333333,493.3888889,221.6666667,307.3333333,1521
123,1246.388889,1142.416667,761.75,399.9444444,600.0277778,395,476.1944444,1403.333333
124,1309.305556,934,1103.25,818.3611111,762.3611111,514.6944444,832.9166667,1592.861111
125,2348.833333,1775.888889,2741.166667,1058.555556,1457.361111,860.5555556,996.9722222,2256.305556
126,2656.111111,2880.305556,2987.361111,1409.055556,2126.722222,1074.611111,1086.027778,2750.111111
127,2639.194444,2571.5,2690.805556,969.5,1514.777778,428.0833333,438.3888889,2078.611111
128,522.0833333,661.5,1215.138889,624.4722222,2702.277778,498,518.0833333,1693.75
129,2477.361111,1094.916667,1304.611111,841.4722222,1411.222222,356.5,474.1111111,2603.972222
130,1613.055556,962.5277778,735.75,716.1388889,1769.694444,606.6111111,609.8055556,4138.583333
131,655.4722222,515.2777778,785.8333333,1166.611111,1220.083333,1400.138889,1341.083333,1096.833333
132,733.3333333,556.75,1031.972222,1072.611111,722.6111111,1353.388889,862.4722222,1635.611111
133,454.4722222,355.1666667,490.0833333,625.5833333,1472.277778,825.3611111,1035.888889,867.3055556
134,219.6388889,224.4444444,301.9166667,177.1388889,389.4166667,392.5277778,487.25,1050.111111
135,555.4166667,477.25,402.4166667,421.5,766.3055556,885.7777778,757.6388889,1049.194444
136,530.25,638.7222222,858.9444444,456.7777778,754,385.8055556,342.0833333,1147.333333
137,986.0277778,578.5833333,720.1944444,500.5555556,896.0833333,729.8333333,402,1292.805556
138,975.9444444,787.0833333,524.0555556,252.5,511.9444444,288.5833333,307.3888889,1442.305556
139,1258.25,1373.055556,980.4166667,358.8611111,475.4722222,370.5555556,373.8611111,1369.75
140,1056.916667,822.1111111,590.6111111,241.1944444,296.1111111,203.8888889,170.3055556,963.9444444
141,1085.055556,928.1388889,962.5,473.1666667,502.4444444,499.2777778,484.5555556,1035.083333
142,543.1666667,395.4444444,524.6666667,214.0833333,469.4166667,583.7222222,454.9444444,990.9166667
143,543.1666667,722.0277778,756.5277778,405.0833333,881.3333333,565.75,541,688.0833333
144,2242.416667,1499.027778,1766.861111,1104.972222,1111.138889,854.1111111,742.1944444,1897.111111
145,1833.027778,1182.666667,947.3611111,466.8611111,808,482.0833333,460.6666667,2223.472222
146,1429.916667,847.5555556,996.3888889,544.6111111,1546.416667,747.6944444,851.6944444,2182.194444
147,2210.027778,1151.166667,1806.944444,940.3333333,1596.222222,1104.333333,816.4166667,2522.611111
148,1766.916667,1398.277778,1441.861111,657.9722222,1286.583333,801.6388889,681.1944444,2602.972222
149,793.9444444,522.4722222,387.3055556,298.1666667,1370.472222,303.0555556,354.0555556,1935.694444
150,1560.472222,843.7777778,774.75,477.1111111,1586.777778,561.9166667,626.4444444,2481.861111
151,374.0833333,261.1944444,244.2777778,202.3611111,282.6111111,247.8055556,294.6944444,2627.611111
152,949.9166667,627.3611111,671.9722222,699.25,750.1666667,802.9444444,906.0833333,1572.416667
153,459.5277778,312.8055556,489.6388889,888.2222222,878.0277778,1526.833333,1778.111111,2152.388889
154,311.3333333,319.6666667,315.5277778,403.3333333,575.1666667,632.1944444,562.8333333,2212.694444
155,404,382.7222222,864.3333333,691.6666667,765.9444444,1139.666667,740.6388889,586.5833333
156,1682.361111,914.6111111,520.5,533.9722222,817.8333333,684.0833333,888.9444444,1737.472222
157,1303.111111,890.25,739.5555556,158.7777778,659.9722222,190.3611111,363.4444444,2371.25
158,1054.583333,632.25,619.0277778,375.3333333,539.6111111,387.1388889,288.7777778,1221.444444
159,829.75,639.6388889,663.4166667,342.3055556,935.6111111,522.25,506.2777778,1309.527778
160,777,559.25,711.4444444,556.6666667,788.9444444,759.5833333,746.5277778,1051.5
161,816.4444444,705.6111111,860.8611111,324.0555556,559.3611111,385.25,234.2777778,1019.638889
162,1212.222222,1580.305556,1226.111111,849.3888889,932.5,817.1666667,636.4722222,1226.111111
163,1422.166667,1395.861111,1485.638889,609.8611111,1165.861111,404.8333333,490.6944444,1162.777778
164,933.4722222,682.0277778,777.8333333,469.3055556,809.1666667,700.0833333,578.25,1458.083333
165,1369.416667,1296,1468.916667,761.1111111,1280.416667,593.4444444,593.6111111,1503.305556
166,1629.388889,576.9166667,639.5,274.0833333,252.1944444,377.1666667,445.9444444,2390.5
